tanggal,kabupaten_kota,pasar,komoditas,varian,satuan,harga,diambil_pada_utc
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Beras,Beras Premium,kg,14900,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Beras,Beras SPHP Bulog,kg,12000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Cabai,Cabai Merah Besar,kg,62000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Cabai,Cabai Merah Keriting,kg,26000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Cabai,Cabai Rawit Hijau,kg,50000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Cabai,Cabai Rawit Merah,kg,68000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Daging Ayam,Daging Ayam Kampung,ekor,100000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Daging Ayam,Daging Ayam Ras,kg,40000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Daging Ruminansia,Daging Sapi Paha Belakang,kg,130000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Daging Ruminansia,Daging Sapi Paha Depan,kg,110000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Daging Ruminansia,Daging Sapi Sandung Lamur,kg,80000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Daging Ruminansia,Daging Sapi Tetelan,kg,70000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Garam,Garam Halus,kg,13000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Gula,Gula Pasir Curah,kg,16000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Gula,Gula Pasir Kemasan,kg,19000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Ikan,Ikan Bandeng,kg,33000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Ikan,Ikan Teri,kg,75000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Ikan,Ikan Tongkol,kg,35000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Jeruk,Jeruk Lokal,kg,19000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Kacang Panjang,Kacang Panjang,kg,11000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Kacang-Kacangan,Kacang Hijau,kg,20000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Kacang-Kacangan,Kacang Tanah,kg,30000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Kangkung,Kangkung,kg,9000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Kedelai,Kedelai Impor,kg,12000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Kedelai,Kedelai Lokal,kg,15000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Kedelai,Tahu Putih,kg,12000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Kedelai,Tempe Bungkus,kg,12000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Kentang,Kentang Sedang,kg,17000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Ketela Pohon,Ketela Pohon,kg,7000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Ketimun,Ketimun Sedang,kg,7000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Mie Instan,Mie Instan,bks,3400,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Minyak Sawit,Minyak Goreng Sawit Curah,lt,19500,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Minyak Sawit,Minyak Goreng Sawit Kemasan Premium,lt,20000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Minyak Sawit,Minyakita,lt,15700,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Pisang,Pisang Lokal,kg,24000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Sawi Hijau,Sawi Hijau,kg,9500,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Susu,Susu Bubuk,400gr,43000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Susu,Susu Bubuk Balita,400gr,39800,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Susu,Susu Kental Manis,370gr,17800,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Telur Ayam,Telur Ayam Kampung,kg,45000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Telur Ayam,Telur Ayam Ras,kg,30000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Tepung Terigu,Tepung Terigu,kg,11000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Tomat,Tomat,kg,14000,2026-08-31
2025-12-18,Kab. Gunungkidul,Pasar Argosari,Udang,Udang Basah,kg,82000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Bawang,Bawang Bombai,kg,30000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Bawang,Bawang Merah,kg,46000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Bawang,Bawang Putih Honan,kg,29000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Bawang,Bawang Putih Kating,kg,33000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Beras,Beras Khusus,kg,20000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Beras,Beras Medium,kg,13000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Beras,Beras Premium,kg,14750,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Beras,Beras SPHP Bulog,kg,12500,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Cabai,Cabai Merah Besar,kg,56000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Cabai,Cabai Merah Keriting,kg,51000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Cabai,Cabai Rawit Hijau,kg,66000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Cabai,Cabai Rawit Merah,kg,51000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Daging Ayam,Daging Ayam Kampung,ekor,105000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Daging Ayam,Daging Ayam Ras,kg,39000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Daging Ruminansia,Daging Sapi Paha Belakang,kg,135000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Daging Ruminansia,Daging Sapi Paha Depan,kg,135000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Daging Ruminansia,Daging Sapi Sandung Lamur,kg,85000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Daging Ruminansia,Daging Sapi Tetelan,kg,75000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Garam,Garam Halus,kg,12000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Gula,Gula Pasir Curah,kg,17000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Gula,Gula Pasir Kemasan,kg,17500,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Ikan,Ikan Bandeng,kg,40000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Ikan,Ikan Teri,kg,40000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Ikan,Ikan Tongkol,kg,34000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Jeruk,Jeruk Lokal,kg,15000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Kacang Panjang,Kacang Panjang,kg,8000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Kacang-Kacangan,Kacang Hijau,kg,20000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Kacang-Kacangan,Kacang Tanah,kg,36000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Kangkung,Kangkung,kg,6000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Kedelai,Kedelai Impor,kg,9500,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Kedelai,Kedelai Lokal,kg,11500,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Kedelai,Tahu Putih,kg,9000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Kedelai,Tempe Bungkus,kg,15000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Kentang,Kentang Sedang,kg,17000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Ketela Pohon,Ketela Pohon,kg,6000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Ketimun,Ketimun Sedang,kg,10000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Mie Instan,Mie Instan,bks,3000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Minyak Sawit,Minyak Goreng Sawit Curah,lt,17000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Minyak Sawit,Minyak Goreng Sawit Kemasan Premium,lt,20000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Minyak Sawit,Minyakita,lt,15700,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Pisang,Pisang Lokal,kg,15000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Sawi Hijau,Sawi Hijau,kg,8000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Susu,Susu Kental Manis,370gr,12500,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Telur Ayam,Telur Ayam Kampung,kg,50000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Telur Ayam,Telur Ayam Ras,kg,30000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Tepung Terigu,Tepung Terigu,kg,12000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Tomat,Tomat,kg,12000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Beringharjo,Udang,Udang Basah,kg,80000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Bawang,Bawang Bombai,kg,40000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Bawang,Bawang Merah,kg,55000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Bawang,Bawang Putih Honan,kg,33000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Bawang,Bawang Putih Kating,kg,35000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Beras,Beras Khusus,kg,18000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Beras,Beras Medium,kg,13250,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Beras,Beras SPHP Bulog,kg,12500,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Cabai,Cabai Merah Besar,kg,70000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Cabai,Cabai Merah Keriting,kg,70000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Cabai,Cabai Rawit Hijau,kg,75000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Cabai,Cabai Rawit Merah,kg,80000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Daging Ayam,Daging Ayam Kampung,ekor,110000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Daging Ayam,Daging Ayam Ras,kg,39000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Daging Ruminansia,Daging Sapi Paha Belakang,kg,135000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Daging Ruminansia,Daging Sapi Paha Depan,kg,135000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Daging Ruminansia,Daging Sapi Sandung Lamur,kg,90000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Garam,Garam Halus,kg,12000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Gula,Gula Pasir Curah,kg,18000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Gula,Gula Pasir Kemasan,kg,20000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Ikan,Ikan Bandeng,kg,36000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Ikan,Ikan Teri,kg,55000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Ikan,Ikan Tongkol,kg,35000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Jeruk,Jeruk Lokal,kg,22000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Kacang Panjang,Kacang Panjang,kg,10000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Kacang-Kacangan,Kacang Hijau,kg,27000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Kacang-Kacangan,Kacang Tanah,kg,36667,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Kangkung,Kangkung,kg,7000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Kedelai,Kedelai Impor,kg,9600,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Kedelai,Kedelai Lokal,kg,12000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Kedelai,Tahu Putih,kg,11000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Kedelai,Tempe Bungkus,kg,16000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Kentang,Kentang Sedang,kg,15000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Ketela Pohon,Ketela Pohon,kg,6000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Ketimun,Ketimun Sedang,kg,10000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Mie Instan,Mie Instan,bks,3000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Minyak Sawit,Minyak Goreng Sawit Curah,lt,18000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Minyak Sawit,Minyak Goreng Sawit Kemasan Premium,lt,21000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Minyak Sawit,Minyakita,lt,15700,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Pisang,Pisang Lokal,kg,17000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Sawi Hijau,Sawi Hijau,kg,8000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Susu,Susu Kental Manis,370gr,12500,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Telur Ayam,Telur Ayam Kampung,kg,60000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Telur Ayam,Telur Ayam Ras,kg,31000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Tepung Terigu,Tepung Terigu,kg,12000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Tomat,Tomat,kg,18000,2026-08-31
2025-12-18,Kota Yogyakarta,Pasar Prawirotaman,Udang,Udang Basah,kg,75000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Bawang,Bawang Bombai,kg,30000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Bawang,Bawang Merah,kg,48000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Bawang,Bawang Putih Honan,kg,30000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Bawang,Bawang Putih Kating,kg,35000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Beras,Beras Medium,kg,13000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Beras,Beras Premium,kg,14900,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Beras,Beras SPHP Bulog,kg,12000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Cabai,Cabai Merah Besar,kg,62000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Cabai,Cabai Merah Keriting,kg,26000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Cabai,Cabai Rawit Hijau,kg,50000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Cabai,Cabai Rawit Merah,kg,68000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Daging Ayam,Daging Ayam Kampung,ekor,100000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Daging Ayam,Daging Ayam Ras,kg,40000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Daging Ruminansia,Daging Sapi Paha Belakang,kg,130000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Daging Ruminansia,Daging Sapi Paha Depan,kg,110000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Daging Ruminansia,Daging Sapi Sandung Lamur,kg,80000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Daging Ruminansia,Daging Sapi Tetelan,kg,70000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Garam,Garam Halus,kg,13000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Gula,Gula Pasir Curah,kg,16000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Gula,Gula Pasir Kemasan,kg,19000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Ikan,Ikan Bandeng,kg,33000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Ikan,Ikan Teri,kg,75000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Ikan,Ikan Tongkol,kg,35000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Jeruk,Jeruk Lokal,kg,19000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Kacang Panjang,Kacang Panjang,kg,11000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Kacang-Kacangan,Kacang Hijau,kg,20000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Kacang-Kacangan,Kacang Tanah,kg,30000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Kangkung,Kangkung,kg,9000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Kedelai,Kedelai Impor,kg,12000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Kedelai,Kedelai Lokal,kg,15000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Kedelai,Tahu Putih,kg,12000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Kedelai,Tempe Bungkus,kg,12000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Kentang,Kentang Sedang,kg,17000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Ketela Pohon,Ketela Pohon,kg,7000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Ketimun,Ketimun Sedang,kg,7000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Mie Instan,Mie Instan,bks,3400,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Minyak Sawit,Minyak Goreng Sawit Curah,lt,19500,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Minyak Sawit,Minyak Goreng Sawit Kemasan Premium,lt,20000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Minyak Sawit,Minyakita,lt,15700,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Pisang,Pisang Lokal,kg,24000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Sawi Hijau,Sawi Hijau,kg,9500,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Susu,Susu Bubuk,400gr,43000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Susu,Susu Bubuk Balita,400gr,39800,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Susu,Susu Kental Manis,370gr,17800,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Telur Ayam,Telur Ayam Kampung,kg,45000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Telur Ayam,Telur Ayam Ras,kg,30000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Tepung Terigu,Tepung Terigu,kg,11000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Tomat,Tomat,kg,14000,2026-08-31
2025-12-19,Kab. Gunungkidul,Pasar Argosari,Udang,Udang Basah,kg,82000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Bawang,Bawang Bombai,kg,30000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Bawang,Bawang Merah,kg,41000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Bawang,Bawang Putih Honan,kg,31000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Bawang,Bawang Putih Kating,kg,34000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Beras,Beras Khusus,kg,20000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Beras,Beras Medium,kg,13000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Beras,Beras Premium,kg,14750,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Beras,Beras SPHP Bulog,kg,12500,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Cabai,Cabai Merah Besar,kg,46000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Cabai,Cabai Merah Keriting,kg,46000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Cabai,Cabai Rawit Hijau,kg,66000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Cabai,Cabai Rawit Merah,kg,46000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Daging Ayam,Daging Ayam Kampung,ekor,105000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Daging Ayam,Daging Ayam Ras,kg,39000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Daging Ruminansia,Daging Sapi Paha Belakang,kg,135000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Daging Ruminansia,Daging Sapi Paha Depan,kg,135000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Daging Ruminansia,Daging Sapi Sandung Lamur,kg,85000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Daging Ruminansia,Daging Sapi Tetelan,kg,75000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Garam,Garam Halus,kg,12000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Gula,Gula Pasir Curah,kg,17000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Gula,Gula Pasir Kemasan,kg,17500,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Ikan,Ikan Bandeng,kg,40000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Ikan,Ikan Teri,kg,40000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Ikan,Ikan Tongkol,kg,34000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Jeruk,Jeruk Lokal,kg,15000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Kacang Panjang,Kacang Panjang,kg,8000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Kacang-Kacangan,Kacang Hijau,kg,20000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Kacang-Kacangan,Kacang Tanah,kg,36000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Kangkung,Kangkung,kg,6000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Kedelai,Kedelai Impor,kg,9500,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Kedelai,Kedelai Lokal,kg,11500,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Kedelai,Tahu Putih,kg,9000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Kedelai,Tempe Bungkus,kg,15000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Kentang,Kentang Sedang,kg,17000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Ketela Pohon,Ketela Pohon,kg,6000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Ketimun,Ketimun Sedang,kg,10000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Mie Instan,Mie Instan,bks,3000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Minyak Sawit,Minyak Goreng Sawit Curah,lt,17000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Minyak Sawit,Minyak Goreng Sawit Kemasan Premium,lt,20000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Minyak Sawit,Minyakita,lt,15700,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Pisang,Pisang Lokal,kg,15000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Sawi Hijau,Sawi Hijau,kg,8000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Susu,Susu Kental Manis,370gr,12500,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Telur Ayam,Telur Ayam Kampung,kg,50000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Telur Ayam,Telur Ayam Ras,kg,30000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Tepung Terigu,Tepung Terigu,kg,12000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Tomat,Tomat,kg,12000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Beringharjo,Udang,Udang Basah,kg,80000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Prawirotaman,Bawang,Bawang Bombai,kg,40000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Prawirotaman,Bawang,Bawang Merah,kg,51000,2026-08-31
2025-12-19,Kota Yogyakarta,Pasar Prawirotaman,Bawang,Bawang Putih Honan,kg,33000,2026-08-31
